date,CO_mean,NO_mean,NO2_mean,NOX_mean,O3_mean,PM10_mean,PM2.5_mean,PMCO_mean,SO2_mean,activacion_doble_no_circula
01/08/2019,0.2574733096085409,10.15991471215352,17.122340425531913,27.797441364605543,33.22154779969651,31.439093484419264,15.98961937716263,16.635897435897437,2.712121212121212,0
01/08/2020,0.3866071428571428,7.548179871520342,19.917910447761194,27.39614561027837,23.267289719626167,22.34469696969697,16.886986301369863,6.17948717948718,1.662313432835821,0
01/08/2021,0.4242070116861435,8.075396825396826,19.54878048780488,27.38492063492064,28.1089552238806,25.340298507462688,16.504451038575667,7.641025641025641,1.8614357262103507,0
01/08/2022,0.3125047801147227,7.905437352245863,19.26043737574553,27.4822695035461,29.496336996337,19.80392156862745,10.065868263473051,9.418181818181818,1.3541666666666667,0
01/08/2023,0.3198203592814371,6.971360381861575,17.181818181818183,24.391408114558477,24.105839416058394,18.221374045801525,9.770114942528735,8.552845528455284,1.10062893081761,0
01/08/2024,0.3228947368421053,8.026378896882495,19.180497925311204,26.966426858513188,24.077328646748683,28.34250764525994,14.345454545454546,13.428571428571429,0.9606126914660832,0
01/09/2016,0.4940850277264325,13.565957446808511,19.41489361702128,32.93617021276596,27.29950900163666,32.86609071274298,15.507082152974505,17.570212765957447,1.9026717557251909,0
01/09/2017,0.5354203935599284,14.36935166994106,23.591355599214147,38.00785854616896,19.36567164179105,24.434402332361515,15.879411764705882,9.568281938325992,2.097791798107256,0
01/09/2018,0.3324817518248175,8.902195608782435,19.526946107784436,28.449101796407184,34.42728635682159,23.51557093425605,14.492682926829268,10.77952755905512,1.8154362416107384,0
01/09/2019,0.2175438596491228,4.779448621553884,12.535353535353536,17.771929824561404,35.95164075993092,29.35735735735736,13.63799283154122,15.048543689320388,2.0791896869244937,0
01/09/2020,0.2922902494331066,10.046997389033942,14.692631578947369,25.631853785900784,35.59627329192546,28.87162162162162,15.138983050847456,11.926966292134832,1.5956989247311828,0
01/09/2021,0.4915730337078651,9.986425339366516,24.477551020408164,34.05429864253394,19.992025518341308,19.228412256267408,12.055363321799309,5.342696629213483,1.1687612208258529,0
01/09/2022,0.2528571428571428,8.184647302904564,14.794425087108014,23.1597510373444,21.774294670846395,21.61173184357542,10.24626865671642,10.612565445026178,2.0126582278481013,0
01/09/2023,0.4899538106235566,8.766756032171582,23.126146788990827,33.28686327077748,36.52897196261682,37.09018567639257,28.44299674267101,7.779141104294479,6.973684210526316,0
01/09/2024,0.3322741433021807,4.2,16.11878453038674,20.571875,36.614814814814814,18.35217391304348,13.11904761904762,4.281818181818182,0.99438202247191,0
01/10/2016,0.5470909090909091,15.72952380952381,19.44952380952381,35.15047619047619,24.975384615384616,29.957178841309823,16.833333333333332,12.06132075471698,1.511513157894737,0
01/10/2017,0.3179661016949152,5.485587583148559,13.248337028824832,18.73835920177384,18.770358306188925,12.022160664819944,6.345454545454546,5.798701298701299,0.9717425431711146,0
01/10/2018,0.2229845626072041,7.69650655021834,15.66593886462882,23.35807860262009,22.42504118616145,23.337912087912088,10.53012048192771,11.806451612903226,2.9608843537414966,0
01/10/2019,0.4216101694915254,17.019455252918288,16.492610837438423,33.97081712062257,21.635014836795254,20.967005076142133,11.703812316715542,8.832599118942731,1.0834697217675942,0
01/10/2020,0.286875,15.375,21.32936507936508,37.18627450980392,28.28787878787879,35.367781155015194,19.15737704918033,16.62559241706161,15.55952380952381,0
01/10/2021,0.4991624790619765,16.946666666666665,24.18035426731079,41.49142857142857,17.826589595375722,20.889434889434888,11.61682242990654,7.622950819672131,1.1003649635036497,0
01/10/2022,0.3537345132743363,11.730088495575222,21.13543599257885,33.716814159292035,34.20705521472393,43.93048128342246,23.507987220447284,16.27683615819209,8.042444821731749,0
01/10/2023,0.2603,3.1536523929471034,13.104166666666666,16.697732997481108,37.78352490421456,33.93030303030303,18.469964664310957,12.870503597122305,2.0125,0
01/10/2024,0.2362929061784897,3.377005347593583,12.948019801980198,16.540106951871657,28.344519015659955,23.41860465116279,11.770428015564203,9.876811594202898,1.5157384987893463,0
01/11/2016,0.7745571658615137,35.28,26.937391304347827,62.23304347826087,24.225260416666668,39.3882863340564,21.97050147492625,19.87772925764192,3.514880952380953,0
01/11/2017,0.7066666666666667,14.75599128540305,31.612200435729847,46.37037037037037,36.634768740031895,51.15246636771301,35.14206128133705,17.1255230125523,3.5504273504273502,0
01/11/2018,0.7221350078492935,31.81451612903226,29.409274193548388,61.23790322580645,17.891176470588235,38.81560283687944,24.36184210526316,17.69811320754717,1.6044142614601018,0
01/11/2019,0.3276515151515151,11.0875,21.01515151515152,32.452083333333334,20.971264367816094,35.7911227154047,21.003003003003,16.209424083769633,5.706597222222222,0
01/11/2020,0.243,6.976744186046512,13.956190476190477,21.148837209302325,20.759856630824373,43.24561403508772,14.967845659163988,25.185,4.647619047619048,0
01/11/2021,0.4075134168157424,12.901498929336189,24.42273534635879,37.61456102783726,26.388349514563107,39.94430379746836,19.5068870523416,20.538071065989847,4.342967244701349,0
01/11/2022,0.4498185117967332,14.100217864923748,23.45372050816697,38.10675381263616,32.638743455497384,48.2720207253886,29.33516483516484,19.469026548672566,2.246212121212121,0
01/11/2023,0.3844259818731118,8.761904761904763,23.006230529595012,32.056776556776555,23.27848101265823,48.05800464037123,27.057441253263708,21.95813953488372,10.072815533980584,0
01/11/2024,0.3036906854130053,8.306666666666667,19.00383141762452,27.404444444444444,21.42495784148398,42.3969696969697,21.299382716049383,16.7125748502994,3.107485604606526,0
01/12/2016,0.8235772357723578,30.52952755905512,28.923228346456693,59.48622047244095,23.573878627968337,48.09475806451613,20.30133333333333,23.35249042145594,2.073906485671192,0
01/12/2017,0.7102296450939457,30.77329974811083,40.551637279596974,71.35768261964735,24.40996168582376,67.35980148883375,38.83478260869565,33.110619469026545,13.958498023715414,0
01/12/2018,0.5078303425774878,25.09683794466403,19.932806324110672,44.97826086956522,20.35975609756097,30.339622641509436,11.806201550387597,15.091370558375637,1.1661016949152545,0
01/12/2019,0.4126110124333925,15.680933852140075,21.361774744027304,36.795719844357976,24.74609929078014,45.49015317286652,18.706855791962173,26.753731343283583,1.8645669291338585,0
01/12/2020,0.371868978805395,16.95981087470449,24.678227360308284,42.48936170212766,22.194585448392555,44.61194029850746,18.91830065359477,23.28645833333333,9.267034990791895,0
01/12/2021,0.4466876971608832,25.278625954198475,25.28405315614618,51.07442748091603,17.243491577335377,48.813397129186605,16.772435897435898,26.298342541436465,1.823834196891192,0
01/12/2022,0.3351138353765324,10.615866388308977,18.91768826619965,29.964509394572023,22.431372549019606,31.33882352941177,14.287709497206704,15.933035714285714,1.683012259194396,0
01/12/2023,0.6024607329842931,25.66179540709812,22.961739130434783,49.46555323590814,16.28813559322034,26.348148148148148,10.934604904632153,12.297872340425531,1.2182163187855788,0
01/12/2024,0.5722742474916388,23.244781783681216,25.5048231511254,49.15559772296015,23.443804034582133,42.04188481675393,17.61377245508982,20.25128205128205,3.4454545454545453,0
02/01/2016,0.6106728538283063,7.929515418502203,21.08590308370044,29.006607929515415,24.540834845735027,42.10199004975125,24.50871080139373,19.214285714285715,5.218673218673219,0
02/01/2017,0.8436392914653784,25.94633273703041,34.887298747763865,60.77280858676208,27.16308470290771,48.9147465437788,22.729166666666668,22.100877192982452,3.4896142433234423,0
02/01/2018,0.5047101449275363,20.601609657947687,26.613682092555333,47.23138832997988,24.57716049382716,53.45388349514563,26.27605633802817,24.75423728813559,3.7897271268057775,0
02/01/2019,0.5339820359281438,18.812080536912752,29.93082706766917,49.37919463087248,23.56578947368421,63.53416149068323,34.355,28.985865724381625,7.147321428571429,1
02/01/2020,0.1791932059447983,4.286374133949192,8.154296875,12.235565819861431,17.941580756013746,26.31640625,5.907834101382488,14.523809523809524,0.9427480916030534,0
02/01/2021,0.5202173913043479,14.289893617021276,26.782608695652176,42.090425531914896,33.64796905222437,47.24561403508772,22.940438871473354,20.761194029850746,1.725,0
02/01/2022,0.4771607142857142,17.71794871794872,19.630357142857143,37.40170940170941,20.705185185185183,62.10022271714922,20.973372781065088,33.7,2.1809338521400776,0
02/01/2023,0.3835761589403973,16.528089887640448,15.007961783439493,31.677902621722847,17.632857142857144,25.670103092783503,11.576802507836993,12.274725274725276,1.0541401273885351,0
02/01/2024,0.5818794326241135,17.149789029535864,29.992292870905587,47.27637130801688,24.85059422750425,44.49122807017544,21.00716845878136,20.77511961722488,2.046692607003891,0
02/02/2016,0.8696703296703296,36.14742014742015,29.84275184275184,66.01719901719902,25.918333333333333,41.32919254658385,14.45989304812834,23.42412451361868,2.2043650793650795,0
02/02/2017,0.6851170568561873,17.56679389312977,30.57386363636364,48.07007575757576,34.24596774193548,60.680851063829785,29.20263157894737,31.45769230769231,14.635057471264368,0
02/02/2018,0.4551663747810858,29.16987740805604,25.38879159369527,54.58318739054291,26.043624161073826,52.14420803782506,19.25382262996942,31.27705627705628,4.341772151898734,0
02/02/2019,0.5593373493975903,21.90608695652174,31.234930448222567,53.899130434782606,34.737127371273715,61.46398305084746,28.864721485411145,32.57976653696498,4.307692307692308,0
02/02/2020,0.5517361111111111,12.674242424242424,26.200320512820515,39.58522727272727,18.433093525179856,42.795,23.109725685785538,20.384615384615383,12.446666666666667,0
02/02/2021,0.440899357601713,16.64032697547684,26.42265795206972,43.20435967302452,19.229126213592235,44.22775800711744,23.710097719869708,19.63101604278075,7.925170068027211,0
02/02/2022,0.4453789731051344,20.710601719197708,19.833740831295845,40.32091690544413,28.113006396588485,50.089385474860336,13.755172413793105,19.318181818181817,1.5289256198347108,0
02/02/2023,0.6327570789865872,23.73636363636364,31.88390092879257,56.86727272727273,33.589928057553955,56.58448753462604,21.032894736842103,24.030864197530864,2.046875,0
02/02/2024,0.7793148148148148,38.54323725055433,25.824324324324323,64.4478935698448,23.73543307086614,42.481049562682216,17.606060606060606,21.305164319248828,1.9851851851851847,0
02/03/2016,0.7891402714932126,22.432242990654206,32.6892523364486,55.14252336448598,13.811993517017829,36.09090909090909,22.22311827956989,12.79496402877698,6.062124248496994,0
02/03/2017,0.444264943457189,6.509632224168126,18.527145359019265,25.024518388791595,38.4158940397351,57.70066518847007,26.768156424581004,30.527196652719667,4.441958041958042,0
02/03/2018,0.3494,7.57,23.398,30.966,39.64677419354839,66.79859484777518,31.75211267605634,36.217021276595744,5.423357664233577,0
02/03/2019,0.4230019493177387,15.065843621399177,23.27504553734062,39.22633744855967,45.14218009478673,53.127931769722814,25.05263157894737,26.434615384615384,2.2695810564663024,0
02/03/2020,0.4098148148148148,14.916666666666666,22.71276595744681,37.93125,33.42314049586777,45.11023622047245,20.09452736318408,25.27848101265823,2.112338858195212,0
02/03/2021,0.3227364185110664,4.098143236074271,18.17970401691332,23.456233421750664,49.78899082568808,66.45565749235475,34.73860182370821,28.13397129186603,2.5617021276595744,0
02/03/2022,0.4590502793296089,20.233050847457623,27.415329768270944,48.6228813559322,36.65890183028287,57.30788177339902,21.564912280701755,27.44559585492228,4.636363636363637,0
02/03/2023,0.5932272727272727,21.37450980392157,25.87628865979381,48.076470588235296,32.27900146842878,65.50473933649289,23.3125,30.42408376963351,2.5197255574614066,0
02/03/2024,0.4906620209059233,14.724,26.405263157894737,40.9,39.83196721311475,48.604651162790695,20.606516290726816,23.09059233449477,2.380357142857143,0
02/04/2016,0.5566202090592335,17.816733067729082,21.165338645418327,38.91434262948207,22.637883008356543,49.625,18.67323943661972,26.05084745762712,4.606463878326996,0
02/04/2017,0.3951851851851852,4.864646464646465,14.418181818181818,19.270707070707072,34.185792349726775,36.945754716981135,18.47222222222222,17.56198347107438,1.1872,0
02/04/2018,0.482661996497373,20.76458333333333,25.38958333333333,46.18333333333333,40.968280467445744,46.69326683291771,22.565749235474005,25.23175965665236,1.9095477386934676,0
02/04/2019,0.35,14.325463743676222,25.09869375907112,39.70489038785835,37.3573264781491,57.16666666666666,27.31132075471698,29.22801302931596,6.562700964630225,0
02/04/2020,0.2380710659898477,5.344758064516129,16.683587140439933,22.473790322580644,42.1417445482866,46.57988165680474,26.30864197530864,22.30054644808743,3.228426395939086,0
02/04/2021,0.1441304347826087,1.8737113402061856,9.042462845010617,11.16237113402062,26.725806451612904,24.194594594594594,6.886986301369863,15.483516483516484,1.7874493927125503,0
02/04/2022,0.493572710951526,14.543032786885243,26.5993091537133,41.68237704918032,46.49846153846154,66.02995391705069,33.57948717948718,32.19213973799127,3.138111888111888,0
02/04/2023,0.3142394822006472,6.236533957845433,17.92925430210325,25.201405152224822,46.84782608695652,54.401685393258425,27.28157894736842,23.193396226415093,3.106854838709677,0
02/04/2024,0.3972989690721649,13.885209713024285,20.44140625,34.06622516556291,33.661417322834644,53.37534246575343,24.39209726443769,26.68888888888889,1.1320754716981132,0
02/05/2016,0.8855555555555555,24.10544815465729,33.45166959578207,57.57469244288225,54.75265957446808,75.13846153846154,35.994565217391305,34.06827309236948,3.81786941580756,1
02/05/2017,0.8468864468864469,19.002032520325205,32.516260162601625,51.516260162601625,35.10968660968661,77.0046511627907,39.5342019543974,34.76851851851852,2.6323296354992074,0
02/05/2018,0.4518518518518519,15.64952380952381,26.337142857142855,41.98285714285714,27.992625368731563,37.495956873315365,19.743682310469318,18.43548387096774,3.0232558139534884,0
02/05/2019,0.2809440559440559,11.73574144486692,19.87117552334944,32.159695817490494,36.18243243243244,38.710875331564985,18.34293948126801,20.039473684210527,1.5506993006993006,0
02/05/2020,0.2860971524288107,6.281368821292776,16.214405360134002,22.787072243346007,43.23699421965318,33.23376623376623,19.31419939577039,11.743315508021391,1.3868378812199036,0
02/05/2021,0.302729044834308,4.830985915492958,14.849019607843138,20.016431924882628,37.530956848030016,46.70710059171598,27.565916398713828,15.795811518324609,1.071574642126789,0
02/05/2022,0.3556496062992125,11.663677130044842,22.617100371747213,35.08071748878924,53.8830313014827,48.172413793103445,27.234113712374583,18.0,1.5650623885918002,1
02/05/2023,0.3377203065134099,7.897368421052631,17.602941176470587,26.173684210526314,39.907407407407405,50.84180790960452,25.58169934640523,18.70731707317073,0.9921465968586388,0
02/05/2024,0.3036400817995909,4.647186147186147,20.20952380952381,24.5,49.94508670520232,47.6990291262136,25.924050632911392,20.81362007168459,1.001934235976789,0
02/06/2016,0.6302114803625377,8.036538461538461,28.153846153846157,36.167307692307695,41.59016393442623,33.137339055793994,23.2984693877551,10.556363636363637,1.995475113122172,0
02/06/2017,0.4113846153846153,11.056985294117649,16.11948529411765,27.169117647058822,25.79615384615385,27.891364902506965,14.706989247311828,13.217391304347826,5.5453125,0
02/06/2018,0.1857859531772575,2.710526315789474,11.532894736842104,14.210526315789474,40.11111111111112,38.83769633507853,16.356913183279744,21.83255813953488,1.2616666666666667,0
02/06/2019,0.1346014492753623,3.1553030303030303,8.1875,11.44128787878788,21.99712643678161,16.350230414746544,6.060344827586207,8.63,0.8506944444444444,0
02/06/2020,0.1937246963562753,4.042307692307692,11.846830985915492,16.028846153846153,33.339527027027025,31.702614379084967,18.57088122605364,14.398809523809524,0.9779411764705882,0
02/06/2021,0.30304114490161,3.83852140077821,17.64505119453925,21.470817120622566,30.464831804281346,24.109660574412533,12.865102639296188,6.687861271676301,2.080438756855576,0
02/06/2022,0.2124146341463414,6.3188775510204085,12.289823008849558,18.8265306122449,30.9981981981982,27.3275,9.634146341463415,14.606936416184972,1.088095238095238,0
02/06/2023,0.4197352342158859,8.654054054054054,21.41845493562232,31.22972972972973,49.24232081911263,49.29677419354839,27.574912891986063,20.115183246073297,1.882599580712788,0
02/06/2024,0.3520111731843575,4.447236180904523,19.673076923076923,23.72110552763819,48.22769230769231,51.20506912442397,21.477088948787063,25.1796875,1.211895910780669,0
02/07/2016,0.6248511904761904,15.111304347826088,23.808695652173917,38.88695652173913,30.37070063694268,28.206500956022943,18.09925558312655,11.003496503496503,3.250386398763524,0
02/07/2017,0.5421921921921923,11.563025210084032,18.98655462184874,30.51932773109244,24.13895781637717,23.39412997903564,15.190217391304348,10.271653543307089,1.410569105691057,0
02/07/2018,0.2586314152410575,9.223908918406073,18.57874762808349,27.713472485768506,31.56703910614525,53.71306818181818,25.8969696969697,29.374468085106383,6.4446107784431135,0
02/07/2019,0.3879446640316206,11.687755102040816,22.407917383821,34.48979591836735,25.31626506024097,26.707100591715975,13.681286549707602,11.851282051282052,1.631294964028777,0
02/07/2020,0.2251811594202898,3.441287878787879,13.645833333333334,17.16287878787879,36.821666666666665,40.33660130718954,19.138461538461534,19.41489361702128,2.3840579710144927,0
02/07/2021,0.45,14.404255319148936,19.57933579335793,33.85531914893617,13.302521008403362,16.25194805194805,11.232026143790849,5.283653846153846,1.0562248995983936,0
02/07/2022,0.4020217391304348,13.404545454545454,18.417004048583,31.922727272727272,38.18980667838313,33.64203233256351,18.633431085043988,11.661764705882351,2.247619047619048,0
02/07/2023,0.2532007575757575,3.189583333333333,14.267045454545457,17.502083333333335,35.655948553054664,19.1924882629108,11.095454545454546,7.652892561983471,1.4710144927536233,0
