date,CO_mean,NO_mean,NO2_mean,NOX_mean,O3_mean,PM10_mean,PM2.5_mean,PMCO_mean,SO2_mean,activacion_doble_no_circula
01/01/2016,0.9622685185185184,13.831140350877194,29.712719298245613,43.56798245614035,33.471014492753625,115.33407079646018,86.90990990990991,32.563380281690144,21.11764705882353,0
01/01/2017,0.7862776025236593,10.64070796460177,23.246017699115043,33.861946902654864,32.500627352572145,71.89390519187359,43.98866855524079,19.229787234042558,2.3007299270072994,0
01/01/2018,0.3755474452554744,4.7370517928286855,18.324701195219124,23.061752988047807,27.958204334365327,62.95923261390888,45.86834733893557,19.81012658227848,15.185185185185183,0
01/01/2019,0.6424190800681432,12.617142857142856,22.36394557823129,35.44190476190476,38.94038748137109,95.68484848484847,64.29426433915212,23.83098591549296,4.6160409556314,1
01/01/2020,0.4288167938931297,9.031578947368422,13.382716049382717,22.637894736842107,18.7748031496063,63.58730158730159,27.766037735849057,18.10135135135135,2.0476190476190474,0
01/01/2021,0.421414913957935,5.712962962962963,16.977272727272727,23.261574074074076,29.765494137353432,55.0640243902439,28.96763754045308,14.566137566137566,1.125912408759124,0
01/01/2022,0.825061295971979,14.693304535637148,27.403603603603603,43.10151187904968,34.75671641791045,90.93150684931508,59.47428571428571,18.33490566037736,2.787819253438114,0
01/01/2023,0.6374247491638796,14.97131931166348,17.28292682926829,32.7227533460803,22.4768115942029,69.46842105263158,60.03525641025641,13.05586592178771,1.5073409461663947,1
01/01/2024,0.747182320441989,12.846311475409836,25.779850746268657,38.75819672131148,39.76034482758621,87.83783783783784,66.41275167785236,18.92957746478873,4.080373831775701,1
01/02/2016,0.8219780219780219,21.279411764705884,30.67156862745098,51.9436274509804,34.60100166944908,54.31643002028397,24.010526315789477,26.49230769230769,2.769383697813121,0
01/02/2017,0.8006872852233677,23.603515625,34.01169590643275,57.60038986354776,30.69793103448276,67.12236286919831,29.703703703703702,33.13565891472868,9.733736762481088,0
01/02/2018,0.7410394265232975,50.02162162162162,31.554954954954955,81.5945945945946,21.4694589877836,53.46599496221663,21.211180124223603,30.234782608695653,2.8914373088685017,0
01/02/2019,0.613781512605042,27.99618320610687,29.75925925925926,58.34160305343512,26.221739130434784,54.30201342281879,19.84659090909091,29.15021459227468,1.7124394184168013,0
01/02/2020,0.3851703406813627,14.93288590604027,22.227871939736342,37.72035794183445,21.503401360544217,46.98982188295165,21.27676240208877,26.90748898678414,16.843564356435643,0
01/02/2021,0.2254196642685851,2.333333333333333,13.038095238095238,15.717261904761903,30.46103896103896,26.996296296296297,11.470588235294118,14.331428571428573,4.383458646616542,0
01/02/2022,0.4220382165605095,19.31282051282051,19.49440715883669,38.2948717948718,21.49335863377609,37.05665722379604,12.02777777777778,16.380116959064328,1.4010282776349614,0
01/02/2023,0.5250311526479751,15.270114942528735,27.98220064724919,44.09003831417625,32.25358166189112,58.11320754716981,26.435374149659864,23.31788079470199,6.812280701754386,0
01/02/2024,0.6993392857142857,25.74324324324324,32.47868217054263,58.21621621621622,19.933977455716587,46.86486486486486,20.23765432098765,22.495689655172413,7.4,0
01/03/2016,0.8196467991169978,21.4037558685446,34.96948356807512,56.32863849765258,24.593851132686083,51.01902748414376,29.37333333333333,21.153024911032027,2.706,0
01/03/2017,0.7337152209492636,24.89698046181172,29.92007104795737,54.801065719360565,36.89100817438692,79.83333333333333,31.24929178470255,47.8875,7.050919377652051,0
01/03/2018,0.4467289719626168,19.23671497584541,25.21256038647343,44.432367149758456,40.22823984526112,74.20705882352941,31.613888888888887,41.79583333333333,4.6191489361702125,0
01/03/2019,0.5775167785234899,22.68,29.03703703703704,52.73714285714286,34.89900426742532,57.858649789029535,26.928759894459105,30.594594594594597,3.605815831987076,0
01/03/2020,0.447203947368421,8.455407969639468,24.02423263327948,33.138519924098674,42.8774647887324,49.181102362204726,23.94306930693069,24.474789915966387,2.4823529411764707,0
01/03/2021,0.4153386454183267,11.95538057742782,24.086315789473684,36.86351706036746,46.73491773308958,82.69914040114614,31.09850746268657,45.55092592592592,4.701052631578947,0
01/03/2022,0.4925594149908592,22.71725571725572,26.617132867132867,50.03118503118503,28.73552425665102,54.35581395348837,17.743243243243242,28.098039215686278,6.557034220532319,0
01/03/2023,0.6215454545454546,19.666666666666668,27.50576606260297,47.76908752327747,37.15242165242165,60.333333333333336,24.2296918767507,25.43915343915344,2.413675213675213,0
01/03/2024,0.5592027729636049,19.210216110019648,29.43327556325823,48.51866404715128,37.39750692520776,54.76053215077605,21.084183673469383,26.556363636363635,1.8420107719928187,0
01/04/2016,0.4621129326047358,15.252988047808763,17.752988047808763,33.05179282868526,22.090529247910865,39.93735498839907,12.770149253731343,23.046296296296298,1.5238095238095235,0
01/04/2017,0.4965517241379311,13.429718875502008,20.47389558232932,33.869477911646584,30.813953488372093,47.24561403508772,21.855907780979827,24.796536796536795,1.542901716068643,0
01/04/2018,0.324,8.552083333333334,19.822916666666668,28.391666666666666,37.335559265442406,32.42307692307692,15.97872340425532,17.307692307692307,1.4841402337228715,0
01/04/2019,0.3016427104722792,7.95816733067729,19.361774744027304,28.260956175298805,44.1870170015456,56.099567099567096,27.634271099744247,27.15129151291513,3.27027027027027,0
01/04/2020,0.2632295719844358,5.68649885583524,16.56813819577735,23.160183066361554,46.10320284697509,52.95738636363637,27.427710843373493,25.925531914893615,2.3583815028901736,0
01/04/2021,0.12125,1.9730392156862744,8.061630218687872,10.345588235294118,30.2014652014652,43.09718670076726,12.291411042944786,24.33495145631068,0.9689320388349516,0
01/04/2022,0.5160308285163776,16.3231850117096,25.59344894026975,42.64168618266979,34.7360248447205,64.76942355889724,28.430340557275542,31.932291666666668,4.020370370370371,0
01/04/2023,0.3990143084260731,12.34640522875817,25.346570397111915,38.61873638344227,41.770328102710415,63.23512747875354,26.857142857142858,29.514018691588785,3.005893909626719,0
01/04/2024,0.3641386554621849,11.349680170575692,20.49813432835821,31.328358208955223,33.98267716535433,50.93409742120344,23.89032258064516,23.497607655502392,1.0520231213872833,0
01/05/2016,0.8043343653250774,15.610434782608696,32.568695652173915,48.21391304347826,47.93342036553525,51.73601789709172,28.209631728045327,20.69527896995708,2.1414790996784565,0
01/05/2017,0.6580291970802921,7.968063872255489,24.652694610778443,32.600798403193615,47.2055944055944,77.24205378973105,40.03870967741936,38.25,4.08320726172466,0
01/05/2018,0.2489465153970826,8.525812619502869,17.97131931166348,26.46845124282983,36.03183791606367,31.43132530120482,17.159375,13.6875,1.4027993779160186,0
01/05/2019,0.3181086519114688,13.008695652173913,19.198529411764707,32.85217391304348,43.6046875,36.59585492227979,21.80994152046784,16.155555555555555,1.3621730382293762,0
01/05/2020,0.269364161849711,5.326754385964913,15.822736030828516,21.480263157894736,40.70149253731344,23.869565217391305,14.02121212121212,9.127659574468083,1.280148423005566,0
01/05/2021,0.3304182509505703,9.482222222222225,18.05494505494505,28.07111111111111,34.675438596491226,47.16,32.03225806451613,17.96315789473684,1.056112224448898,0
01/05/2022,0.2805725190839694,3.081318681318681,16.212065813528337,19.88791208791209,51.35714285714285,40.45226130653266,25.016949152542374,12.966666666666669,1.812280701754386,0
01/05/2023,0.3031939163498098,6.7206266318537855,17.797071129707113,25.27154046997389,37.876254180602,43.86206896551724,21.7012987012987,16.151515151515152,1.3952879581151831,0
01/05/2024,0.26779324055666,3.724489795918368,18.06607142857143,21.86530612244898,53.37916666666667,49.66433566433567,27.027918781725887,19.842293906810035,1.111926605504587,1
01/06/2016,0.7254872563718141,13.98473282442748,29.748091603053435,43.74809160305343,42.16557161629435,49.59442060085837,33.677581863979846,16.092198581560282,2.2217194570135748,1
01/06/2017,0.4610248447204969,9.22992700729927,19.24087591240876,28.46715328467153,20.338481338481337,26.589442815249267,13.69855072463768,13.465686274509803,3.5962732919254656,0
01/06/2018,0.3438848920863309,10.810154525386311,22.32891832229581,33.11258278145695,37.445544554455445,54.40963855421687,25.294736842105262,30.21693121693122,8.548330404217927,0
01/06/2019,0.1698492462311558,4.21083172147002,10.98042414355628,15.28046421663443,26.11614730878187,25.657439446366784,9.00377358490566,13.912698412698411,1.2,0
01/06/2020,0.2347328244274809,3.846590909090909,13.42517006802721,17.318181818181817,35.63398692810458,32.43396226415094,20.86231884057971,12.29608938547486,0.99645390070922,0
01/06/2021,0.3106060606060606,7.978622327790974,16.42323651452282,24.40855106888361,40.802656546489565,43.48888888888889,22.26890756302521,17.025252525252526,6.844943820224719,0
01/06/2022,0.2707276507276507,8.221729490022174,16.092307692307692,24.42128603104213,28.752738654147105,35.38717948717949,14.670103092783505,19.426966292134832,1.642,0
01/06/2023,0.3507815631262524,3.911330049261084,17.347389558232933,21.97536945812808,51.86882453151618,44.55445544554456,26.595744680851062,15.388297872340424,1.0235849056603774,0
01/06/2024,0.3924765478424015,8.119700748129675,22.591101694915253,30.733167082294266,42.46616541353384,50.48306997742664,24.324468085106385,21.405405405405407,1.0974264705882353,0
01/07/2016,0.6600938967136151,12.71985815602837,27.0,39.68794326241135,26.657219973009447,30.512670565302145,19.82089552238806,10.97163120567376,2.7625786163522013,0
01/07/2017,0.4906110283159463,9.415652173913044,21.36173913043478,30.79826086956522,23.223587223587224,24.94045174537988,16.70471464019851,9.007067137809187,2.075370121130552,0
01/07/2018,0.2239567233384853,5.660617059891107,14.611615245009077,20.226860254083483,35.67454798331016,44.2620320855615,20.92792792792793,24.73839662447257,2.3671641791044777,0
01/07/2019,0.2889763779527559,4.227557411273486,18.37913043478261,23.16075156576201,33.06268656716418,23.61774744027304,14.90033222591362,6.695035460992908,3.8145454545454553,0
01/07/2020,0.2516423357664233,4.761431411530815,12.87114337568058,17.789264413518886,32.60738255033557,29.25177304964539,13.344961240310075,11.358288770053475,0.9140767824497258,0
01/07/2021,0.3976905311778291,9.37844611528822,20.0,29.09523809523809,15.919075144508671,18.630379746835445,12.009146341463415,7.60377358490566,1.0894495412844036,0
01/07/2022,0.416120218579235,10.064077669902913,22.318493150684933,32.19805825242718,37.466284074605454,33.7311320754717,18.884012539184955,11.005494505494504,3.9921135646687698,0
01/07/2023,0.3706653992395437,9.025052192066806,18.74762808349146,28.031315240083508,25.93258426966292,23.35775862068965,12.594594594594597,9.773722627737229,1.147005444646098,0
01/07/2024,0.3599270072992701,7.728506787330317,15.381147540983608,22.832579185520363,15.085657370517929,12.603260869565217,6.193333333333333,4.22093023255814,1.0460251046025104,0
01/08/2016,0.5198664440734557,10.89402697495183,21.184971098265898,32.06936416184971,31.784682080924856,38.65338645418327,19.25842696629213,18.89547038327526,3.229096989966555,0
01/08/2017,0.3456910569105691,9.182751540041068,18.572895277207397,27.73716632443532,34.32644628099174,38.34430379746836,17.0625,21.764150943396228,3.8539156626506026,0
01/08/2018,0.1947955390334572,7.079754601226994,15.341513292433538,22.312883435582823,31.95418641390205,22.73202614379085,10.36818181818182,12.361290322580643,1.0771869639794167,0
