date,CO_mean,NO_mean,NO2_mean,NOX_mean,O3_mean,PM10_mean,PM2.5_mean,PMCO_mean,SO2_mean,RH_mean,TMP_mean,WDR_mean,WSP_mean,activacion_doble_no_circula
01/01/2016,0.9622685185185184,13.831140350877194,29.712719298245613,43.56798245614035,33.471014492753625,115.33407079646018,86.90990990990991,32.563380281690144,21.11764705882353,64.46376811594203,15.516485507246378,175.3913043478261,1.8460144927536235,0
01/01/2017,0.7862776025236593,10.64070796460177,23.246017699115043,33.861946902654864,32.500627352572145,71.89390519187359,43.98866855524079,19.22978723404256,2.3007299270072994,56.25088339222615,14.654593639575973,169.4946996466431,1.7051236749116607,0
01/01/2018,0.3755474452554744,4.7370517928286855,18.324701195219124,23.061752988047807,27.958204334365327,62.95923261390888,45.86834733893557,19.81012658227848,15.185185185185183,56.788121990369184,11.972954924874792,210.42237061769617,2.226043405676127,0
01/01/2019,0.6424190800681432,12.617142857142856,22.36394557823129,35.44190476190476,38.94038748137109,95.68484848484847,64.29426433915212,23.83098591549296,4.6160409556314,47.03623188405797,13.9625,170.54006410256412,1.7331730769230769,1
01/01/2020,0.4288167938931297,9.031578947368422,13.382716049382717,22.637894736842107,18.7748031496063,63.58730158730159,27.766037735849057,18.10135135135135,2.0476190476190474,52.38610038610039,15.976702508960573,174.55518945634267,3.5222405271828667,0
01/01/2021,0.421414913957935,5.712962962962963,16.977272727272727,23.26157407407408,29.765494137353432,55.0640243902439,28.96763754045308,14.566137566137566,1.125912408759124,32.41516966067864,12.400189393939394,162.67361111111111,2.697743055555556,0
01/01/2022,0.825061295971979,14.693304535637148,27.403603603603603,43.10151187904968,34.75671641791045,90.93150684931508,59.47428571428571,18.33490566037736,2.787819253438114,44.75665399239544,15.330798479087452,172.53358208955223,1.4333955223880597,0
01/01/2023,0.6374247491638796,14.97131931166348,17.28292682926829,32.7227533460803,22.4768115942029,69.46842105263158,60.03525641025641,13.05586592178771,1.5073409461663947,57.43881118881119,13.449429657794676,158.8488160291439,1.8903460837887067,1
01/01/2024,0.747182320441989,12.846311475409836,25.779850746268657,38.75819672131148,39.76034482758621,87.83783783783784,66.41275167785236,18.92957746478873,4.080373831775701,50.34803921568628,12.255494505494504,172.2069970845481,3.489212827988338,1
01/02/2016,0.8219780219780219,21.279411764705884,30.67156862745098,51.9436274509804,34.60100166944908,54.31643002028397,24.01052631578948,26.49230769230769,2.769383697813121,39.495,15.8715,175.96006944444446,1.9741319444444445,0
01/02/2017,0.8006872852233677,23.603515625,34.01169590643275,57.60038986354776,30.69793103448276,67.12236286919831,29.703703703703702,33.13565891472868,9.733736762481088,48.23951048951049,14.971328671328672,173.97727272727272,1.9351398601398604,0
01/02/2018,0.7410394265232975,50.02162162162162,31.554954954954955,81.5945945945946,21.4694589877836,53.46599496221663,21.211180124223603,30.234782608695653,2.8914373088685017,48.579130434782606,14.336297640653358,169.96,1.7869565217391303,0
01/02/2019,0.613781512605042,27.99618320610687,29.75925925925926,58.34160305343512,26.221739130434784,54.30201342281879,19.84659090909091,29.15021459227468,1.7124394184168013,36.692870201096895,14.175868372943327,170.7835570469799,1.7399328859060403,0
01/02/2020,0.3851703406813627,14.93288590604027,22.227871939736342,37.72035794183445,21.503401360544217,46.98982188295165,21.27676240208877,26.90748898678414,16.843564356435643,55.5018115942029,14.065666666666663,209.93815987933635,2.1987933634992456,0
01/02/2021,0.2254196642685851,2.333333333333333,13.038095238095238,15.717261904761903,30.46103896103896,26.996296296296297,11.470588235294118,14.331428571428573,4.383458646616542,58.74583333333333,13.3390350877193,259.1609848484849,2.7543560606060606,0
01/02/2022,0.4220382165605095,19.31282051282051,19.49440715883669,38.2948717948718,21.49335863377609,37.05665722379604,12.02777777777778,16.380116959064328,1.4010282776349614,40.78451882845188,15.761087866108786,184.16334661354583,2.1117529880478085,0
01/02/2023,0.5250311526479751,15.270114942528735,27.98220064724919,44.09003831417625,32.25358166189112,58.11320754716981,26.435374149659864,23.31788079470199,6.812280701754386,47.76672104404568,14.524448217317486,155.9983022071307,2.1229202037351445,0
01/02/2024,0.6993392857142857,25.74324324324324,32.47868217054263,58.21621621621622,19.933977455716587,46.86486486486486,20.23765432098765,22.495689655172413,7.4,46.77049180327869,13.7467018469657,172.9971671388102,3.370254957507082,0
01/03/2016,0.8196467991169978,21.4037558685446,34.96948356807512,56.32863849765258,24.593851132686083,51.01902748414376,29.37333333333333,21.153024911032027,2.706,61.28827361563518,15.071824104234528,168.36610169491524,1.6606779661016948,0
01/03/2017,0.7337152209492636,24.89698046181172,29.92007104795737,54.801065719360565,36.89100817438692,79.83333333333333,31.24929178470255,47.8875,7.050919377652051,35.50240770465489,18.37445742904841,168.26003210272873,2.518619582664526,0
01/03/2018,0.4467289719626168,19.23671497584541,25.21256038647343,44.432367149758456,40.22823984526112,74.20705882352941,31.613888888888887,41.79583333333333,4.6191489361702125,50.01908396946565,18.5282,178.4446902654867,2.489823008849558,0
01/03/2019,0.5775167785234899,22.68,29.03703703703704,52.73714285714286,34.89900426742532,57.858649789029535,26.928759894459105,30.5945945945946,3.605815831987076,37.83769633507853,19.02483221476509,155.80418535127055,1.884603886397608,0
01/03/2020,0.447203947368421,8.455407969639468,24.02423263327948,33.138519924098674,42.8774647887324,49.181102362204726,23.94306930693069,24.474789915966387,2.4823529411764707,38.67210144927536,18.69294871794872,173.93154761904762,2.0415178571428574,0
01/03/2021,0.4153386454183267,11.95538057742782,24.086315789473684,36.86351706036746,46.73491773308958,82.69914040114614,31.09850746268657,45.55092592592592,4.701052631578947,36.848017621145374,20.11941031941032,190.4223107569721,2.098804780876494,0
01/03/2022,0.4925594149908592,22.71725571725572,26.617132867132867,50.03118503118503,28.73552425665102,54.35581395348837,17.743243243243242,28.09803921568628,6.557034220532319,27.750476190476192,15.53897338403042,174.79454545454544,1.9845454545454544,0
